"AZIENDA ULSS";"ID_Unita";"Provincia ";"Comune";"Categoria                
";"Tipologia";"Descrizione materiali";"A - Friabilita";" B - Uso pubblico";" C - Accessibilita";" D - Presenza di confinamento";" I1 - Quantita di materiale stimato (Kg)";"Peso stimato friabile (kg)";"Peso stimato compatto (kg)";" I2 -
Presenza di un programma di manutenzione e controllo ";" I3 - Attivita";" I4 - 
Presenza di cause che creano o favoriscono la dispersione di fibre";" I5 - Concentrazione di fibre aerodisperse (ff/l) ";" I6 - 
Area di estensione del sito (m2)";"? Effettiva area ricompresa nel perimetro del sito  (m2)";" I7 - 
Superficie esposta allaaria (m2)";" Effettiva superficie con amianto friabile  (m2)";" Effettiva superficie con amianto compatto (m2)";" I8 - Coinvolgimento del sito in lavori di urbanizzazione";" I9 - 
Stato di conservazione delle strutture edili";" I10 - 
Tempo trascorso dalla dismissione (anni)";"Data dismissione
(gg-mm-aaa)";" I11 - 
Tipologia di amianto presente";" I12 - 
Dati epidemiologici";" I13 - 
Frequenza di utilizzo";" I14 - 
Distanza dal centro urbano (m)";"Distanza dal centro urbano (km)";" I15 - 
Densita di popolazione ";" I16 - 
Eta media dei soggetti frequentatori (anni)";"Stato della bonifica ";"Tipo di intervento ";"Costi Totali stimati dell'intervento (a)";"Fondi locali/regionali assegnati (a)";"Stima dei fabbisogni finanziari (a)";"Classe di priorita";"Coefficiente di priorita";"Punteggio Mappatura";"Coordinate X (WGS84-UTM fuso 32)";"Coordinate Y (WGS84-UTM fuso 32)"
6;231;"VICENZA";"VICENZA";"2";"? Altro:OFFICINA GRANDI RIPARAZIONI";"lastre di amianto piane o ondulate";"1";"1";"1";"2,5";"10";;"1870";"10";"1";"1";"2";"3";"110";"5";;"110";"1";"5";"1";"non pertinente";"1";"1";"20";"1";"1,5";"2";"2";"C= Totalmente bonificato";"C";"                         C=1400";"***";;"4";"0,4";183,00;"696792.62";"5045282.26"
6;232;"VICENZA";"VICENZA";2;"OSPEDALE";"Altro: COLLA  E PAVIMENTAZIONE  VINILAMIANTO";2,00;1,00;2,50;1,00;15,00;15200;;10;3;1;2;5;890;8;890;;1;30;1;;1;1;20;5;0;4;2;"C= Totalmente bonificato";"C";"              C=12000";"***";;2;0,8;1450,00;"698822.6";"5047883.73"
6;233;"VICENZA";"VICENZA";2;"OSPEDALE";"tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";1,00;1,00;1,00;1,00;5,00;;150;1;1;1;2;3;9;5;;9;1;5;"1";"non pertinente";1;1;5;5;0;4;2;"C= Totalmente bonificato";"C";"              C=180";"***";;5;0,3;89,10;"698822.6";"5047883.73"
6;234;"VICENZA";"VICENZA";"2";"? Altro: BANCA";"Altro: COLLA VINILAMIANTO";"2";"1";"2,5";"1";"5";"340";;"10";"1";"1";"2";"3";"20";"5";"20";;"1";"5";"1";"non pertinente";"1";"1";"20";"5";"0";"4";"2";"C= Totalmente bonificato";"C";"                         C=400";"***";;"5";"0,3";"#VALORE!";"698565.15";"5046818.29"
6;235;"VICENZA";"VICENZA";"1";"? Edifici artigianali e di servizio : PRODUZIONE PRODOTTI FARMACEUTICI";"Cappa di laboratorio";"1";"1";"2,5";"1";15;"857 Km ";;1;1;1;2;9;;15;;312280;3;5;1;;3;1;5;3;"stima approssimativa";2;2;;;;;;5;0,3;"#VALORE!";"700677.33";"5054917.94"
6;236;"VICENZA";"TORRI DI QUARTESOLO";"2";"ALTRO: BANCA";"condotte coibendate";"2";"1";"2,5";"1";"15";20460;;"1";"1";"1";"2";"5";"2400";"8";"2400";;"1";"5";"1";"non pertinente";"3";"1";"20";"5";"0";"4";"2";"B= Parzialmente bonificato";"C";;"***";;"3";"0,7";"#VALORE!";703648,654;5044633,895
6;237;"VICENZA";"VICENZA";2;"Ospedali e case di cura";"tubi, canalizzazioni e contenitori per il trasporto e lo stoccaggio di fluidi, ad uso civile e industriale";2;2,5;1;2,5;10;780;;1;1;1;2;9;150;5;150;;1;5;1;"non pertinente";1;1;20;5;0;4;2;"B";" C";;;;3;0,7;654,15;694695,049;5052878,444
6;238;"VICENZA";"CREAZZO";"1";"INDUSTRIA";"Altro";"2";"1";"1";"2,5";"10";"1720";;"10";"1";"1";"2";"3";"400";"5";"400";;"1";"5";"1";"non pertinente";"1";"1";"20";"5";"0";"4";"2";"C= Totalmente bonificato";"B";;"***";;"4";"0,4";"#VALORE!";694852,743;5045004,856
6;239;"VICENZA";"MONTEGALDA";"2";"AZIENDA AGRICOLA";"Altro";"2";"1";"1";"2,5";"10";"1160";;"10";"1";"1";"2";"5";"600";"5";"600";;"1";"5";"1";"non pertinente";"1";"1";"20";"1";"3";"2";"2";"C= Totalmente bonificato";"B";;"***";;"4";"0,4";"#VALORE!";708210,979;5039145,072
6;240;"VICENZA";"VICENZA";"2";"ALTRO:  CIMITERO";"GUARNIZIONI";"2";"2,5";"1";"2,5";"5";"20";;"10";"1";"1";"2";"3";"100";"5";"2";;"1";"5";"1";"non pertinente";"1";"1";"10";"5";"0";"4";"2";"C= Totalmente bonificato";"B";;"***";;"4";"0,4";"#VALORE!";699497,813;5048057,621
6;241;"VICENZA";"ALTAVILLA VICENTINA";"2";"ALTRO: LABORATORIO";"RIFIUTI ANALITICI";"2";"2,5";"1";"1";"5";"210";;"1";"1";"1";"2";"3";"20";"5";"2";;"1";;"1";"non pertinente";"1";"1";"20";"5";"0";"4";"2";"C= Totalmente bonificato";"B";;"***";;"5";"0,3";"#VALORE!";694794,492;5043454,085
6;242;"VICENZA";"SOVIZZO";2;"Scuole di ogni ordine e grado";"guaina impermeabilizzazione esterna della copertura costituita da due strati";1;2,5;2,5;2,5;10;0;75000;1;1;1;2;9;15000;10;0;6500;1;5;1;;1;1;20;3;1;4;10;"A";;0;0;0;2;0,8;922,8;690666,179;5044530,332
6;243;"VICENZA";"ARCUGNANO";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici; controsoffitti";1;2,5;2,5;2,5;5;0;500;10;1;1;2;5;1000;5;0;200;3;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;945,6;699146,766;5041121,614
6;244;"VICENZA";"ARCUGNANO";2;"Scuole di ogni ordine e grado";"eraclit cemento con fibre legno amianto";1;2,5;2,5;2,5;5;0;500;10;1;1;2;5;1000;5;0;500;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;940,8;699146,61;5041121,609
6;245;"VICENZA";"ARCUGNANO";2;"Scuole di ogni ordine e grado";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente); Pavimenti vinilici; SCUOLA CENTRALI TERMICHE:
pavimentazione in vinilico e coibentazione tubazioni ( da valutare )
PALESTRA:
controsoffitti e pareti palestra in eraclit contenete cemento legno amianto";1;2,5;2,5;2,5;10;0;511;10;1;1;2;5;1000;8;0;500;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1036,8;698171,253;5041230,395
6;246;"VICENZA";"ARCUGNANO";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";2;1;2,5;2,5;10;1000;4000;10;1;1;2;3;300;5;50;300;1;30;1;;1;1;5;5;0;4;2;"A";;0;0;0;2;0,8;813,6;698781,83;5040988,49
6;247;"VICENZA";"SOVIZZO";2;"Edifici residenziali";"Lastre di amianto piane o ondulate; Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente); Comignolo - tubazioni - guarnizioni - pilastro";1;1;2,5;2,5;5;0;700;10;1;1;2;5;3450;5;0;80;1;5;1;;3;1;20;5;0;2;2;"A";;0;0;0;3;0,7;506,1;679514,989;5057342,886
6;248;"VICENZA";"SOVIZZO";2;"Uffici pubblica amministrazione";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente); Pavimenti vinilici";1;2,5;2,5;2,5;5;0;2900;10;1;1;2;5;4085;5;0;240;1;5;1;;1;1;20;5;0;2;2;"A";;0;0;0;2;0,8;724,8;724814,15;5101159,323
6;249;"VICENZA";"SOVIZZO";2;"Centrali termiche";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente); Camino e comignolo";1;2,5;2,5;2,5;5;0;30;10;1;1;2;3;4780;5;0;1;1;5;1;;1;1;10;3;1;2;2;"A";;0;0;0;2;0,8;540;710935,301;4978938,343
6;250;"VICENZA";"SOVIZZO";2;"Luoghi di culto e strutture cimiteriali";"Guaine impermeabilizzanti magazzino e Cappella";1;2,5;2,5;2,5;5;0;4800;10;1;1;2;9;7000;5;0;400;1;5;1;;1;1;10;3;1;2;2;"A";;0;0;0;2;0,8;590,4;746973,11;5114417,046
6;251;"VICENZA";"SOVIZZO";2;"Centrali termiche";"Guarnizioni caldaia";1;2,5;2,5;2,5;5;0;5;10;1;1;2;9;10100;5;0;1;1;5;1;;1;1;5;3;1;2;2;"A";;0;0;0;2;0,8;530,4;711219,115;4979005,648
6;252;"VICENZA";"SOVIZZO";2;"Centrali termiche";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente); Guarnizioni caldaia";1;2,5;2,5;2,5;5;0;5;10;1;1;2;3;950;5;0;1;1;5;1;;1;1;5;1;2;2;2;"A";;0;0;0;2;0,8;432;748618,48;5114922,899
6;253;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici; /";1;2,5;2,5;2,5;10;0;1330;10;1;1;2;5;420;5;0;380;1;5;1;;1;1;20;5;0;4;10;"A";"C";60000;0;0;2;0,8;1000,8;712382,276;5069896,915
6;254;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici; /";1;2,5;2,5;2,5;10;0;1050;1;1;1;2;5;1500;8;0;300;1;5;1;;1;1;20;3;0;4;10;"A";"C";50000;0;0;2;0,8;865,2;715739,015;5006199,163
6;255;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici; /";1;2,5;2,5;2,5;5;0;70;1;1;1;2;5;3800;8;0;20;1;5;1;;1;1;20;5;0;4;10;"A";"C";5000;0;0;2;0,8;901,2;715163,468;5005736,741
6;256;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;1980;1;1;1;2;5;1077;8;0;565;1;5;1;;1;1;20;5;0;4;10;"A";"C";898000;0;0;2;0,8;961,2;653818,337;5033818,062
6;257;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici; /";1;2,5;2,5;1;5;0;500;1;1;1;2;9;500;5;0;400;1;5;1;;3;1;20;3;1;4;10;"A";"B";75000;0;0;5;0,3;259,65;748451,169;5114401,533
6;258;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;4150;1;1;1;2;5;1540;8;0;1185;1;5;1;;1;1;20;5;0;4;10;"A";"C";180000;0;0;2;0,8;961,2;726821,933;5049648,446
6;259;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;1050;1;1;1;2;5;700;8;0;300;1;5;1;;1;1;20;5;0;4;10;"A";"C";50000;0;0;2;0,8;961,2;700072,398;5047614,864
6;260;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici; /";1;2,5;2,5;2,5;10;0;2800;1;1;5;2;5;1040;8;0;800;1;5;1;;1;1;20;5;0;4;10;"A";"C";130;;;2;0,8;1009,2;697081,881;5045420,877
6;261;"VICENZA";"VICENZA";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;0;1800;1;1;1;2;5;720;5;0;380;1;5;1;;1;1;20;5;0;4;10;"A";"C";90000;0;0;2;0,8;925,2;746035,566;5112946,49
6;262;"VICENZA";"SOSSANO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate; oltre alla copertura ci sono anche le pareti MCA";1;2,5;1;2,5;10;0;2125;10;3;1;2;3;55;5;0;125;1;5;7;;1;1;5;5;0;4;10;"A";"C";3500;0;0;4;0,4;586;724715,261;5031434,677
6;263;"VICENZA";"GAMBUGLIANO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;10;0;907;10;1;1;2;5;;5;0;60;1;5;1;;1;1;10;3;0;2;10;"A";"C";300;0;0;2;0,8;712,8;690754,361;5050439,265
6;264;"VICENZA";"CAMISANO VICENTINO";2;"Scuole di ogni ordine e grado";"Pavimenti vinilici";1;2,5;2,5;2,5;10;;"612,5";10;1;1;2;5;807;5;;175;1;5;1;;1;1;20;5;0;4;10;"A";;0;0;0;2;0,8;1000,8;712182,594;5044207,917
6;265;"VICENZA";"CALDOGNO";2;"Centrali termiche";"Tubi, canalizzazioni e contenitori per trasporto e stoccaggio fluidi, ad uso civile e industriale (materiale coibente)";2;1;2,5;2,5;5;;;10;1;1;2;3;6;5;10;;1;5;0;;1;1;5;5;;4;2;"A";;0;0;0;2;0,8;536,4;695607,665;5054419,21
7;266;"TREVISO";"CODOGNE'";4;"sistema di adduzione e accumulo acqua";"tubature in c.a. interrate";1;2,5;1;1;5;;200;1;1;1;2;3;15;5;;15;1;5;1;;1;1;20;3;"stima approssimativa";2;2;;;;;;3;0,7;338,10;298319;"5082218.69"
7;267;"TREVISO";"VITTORIO VENETO";1;"edificio industriale";"lastre in eternit";1;1;2,5;2,5;5;;200;1;1;1;2;5;4475;8;;4475;1;5;1;;1;1;5;3;"stima approssimativa";2;2;;;;;;5;0,3;133,65;"292250.94";"5091508.94"
7;268;"TREVISO";"VITTORIO VENETO";1;"cunicoli di ventilazione";"cemento amianto";1;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;"stima approssimativa";2;2;;;;;;5;0,3;138,15;"291627.07";"5101800.12"
7;269;"TREVISO";"SANTA LUCIA DI PIAVE";1;"edificio industriale";"coibentazione tubature vapore";2;1;1;1;15;;420000;1;1;1;2;9;28000;10;;28000;1;5;1;;1;1;5;3;"stima approssimativa";2;2;;;;;;4;0,4;150,00;"288594.12";"5080870.51"
7;270;"TREVISO";"SANTA LUCIA DI PIAVE";1;"edificio industriale";"lastre in eternit";1;1;2,5;2,5;15;;420000;1;1;1;2;5;2321;8;;2321;1;5;1;;1;1;20;3;"stima approssimativa";2;2;;;;;;2;0,8;602,40;"288594.12";"5080870.51"
7;271;"TREVISO";"SANTA LUCIA DI PIAVE";1;"edificio industriale";"vinil-amianto";1;2,5;2,5;2,5;15;;;1;1;1;2;3;30;5;;30;1;5;1;;1;1;20;3;"stima approssimativa";2;2;;;;;;5;0,3;264,15;"288594.13";"5080870.52"
7;272;"TREVISO";"SANTA LUCIA DI PIAVE";1;"edificio industriale";"lastre isolamento forni";1;1;1;1;15;;;1;1;1;2;5;3600;5;;3600;1;5;1;;1;1;20;3;"stima approssimativa";2;2;;;;;;2;0,8;300,00;"288594.14";"5080870.53"
7;273;"TREVISO";"VAZZOLA";1;"edificio industriale";"coibentazione tubature vapore";2;1;2,5;2,5;15;;"567 km di tubazioni di diametro compreso tra 40 e 300 mm; peso non determinabile";1;1;1;2;9;;5;0;"n.d.";1;5;1;;1;1;5;3;"rete urbana ed extraurbana";2;2;;;;;;5;0,3;192,60;"297025.93";"5080094.31"
7;274;"TREVISO";"SUSEGANA";1;"edificio industriale";"coibentazione tubature vapore";2;1;2,5;2,5;15;;"92 km di tubazioni diametro medio 200 mm; peso non determinabile";1;1;1;2;9;;5;;;1,00;5;1;;1;1;5;3;;2;2;;;;;;5;0,3;192,60;"286840.82";"5078498.25"
7;275;"TREVISO";"VAZZOLA";1;"cantina";"materiale rivestimento autoclavi  ";1;2,5;2,5;;15;;228565;1;1;1;2;9;;10;;13445;1,00;5;1;;1;1;20;5;;4;2;;;;;;4;0,4;326,40;"297442.02";"5082677.82"
7;276;"TREVISO";"VITTORIO VENETO";2;"ospedale";"vinil-amianto";1;2,5;2,5;2,5;15;;408000;1;1;1;2;9;;10;;24000;1,00;5;1;;1;1;10;3;1;2;2;;;;;;5;0,3;260,55;"284218.82";"5095093.96"
7;277;"TREVISO";"MONTEBELLUNA";4;"Sistema di adduzione e accumulo acqua";"tubazioni in cemento amianto interrate";1;1;1;1;15;;;1;1;1;2;9;;10;;;1,00;5;1;;1;1;20;5;;4;2;;;;;;3;0,7;359,10;"272490.34";"5073820.5"
7;278;"TREVISO";"Conegliano";2;"Impianti sportivi";"Lastre di amianto ondulate";1;2,5;1;2,5;15;;"n.d.";1;1;1;2;5;"n.d.";8;;1300;1;5;;;1;1;20;5;0,1;4;10;"A";;;;;4;0,4;411,00;290884,281;5084325,44
7;279;"TREVISO";"Conegliano";2;"Scuola di ogni ordine e grado";"Lastre di amianto ondulate";1;2,5;1;2,5;15;;"n.d.";1;1;1;2;5;"n.d.";8;;1000;1;5;;;1;1;20;5;0,3;4;10;"A";;;;;4;0,4;411,00;290762,437;5084651,341
7;280;"TREVISO";"Conegliano";2;"Scuola di ogni ordine e grado";"Lastre di amianto ondulate";1;2,5;1;2,5;15;;"n.d.";1;1;1;2;5;"n.d.";8;;700;1;5;;;1;1;20;5;0,2;4;10;"A";;;;;4;0,4;411,00;288689,507;5083595,242
7;281;"TREVISO";"Conegliano";2;"Impianti sportivi";"Lastre di amianto ondulate";1;2,5;1;2,5;15;;10710;1;1;1;2;5;630;8;;1260;1;5;;;1;1;20;1;1,5;2;10;"A";;;;;4;0,4;303,00;290635,704;5086046,904
7;282;"TREVISO";"Godega di Sant'Urbano";1;"Edifici industriali e loro pertinenze";"Lastre di amianto ondulate";1;1;1;2,5;15;;52000;10;3;5;2;5;"n.d.";8;;3500;1;30;;;1;1;5;1;"n.d.";2;2;"A";;;;;4;0,4;427,00;299360,232;5089957,102
7;283;"TREVISO";"Godega di Sant'Urbano";1;"Edifici industriali e loro pertinenze";"Altro - Guarnizioni forni";2;1;2,5;2,5;5;2;;10;3;1;2;3;"n.d.";5;"n.d.";;1;30;;;1;1;5;1;"n.d.";2;2;"A";;;;;4;0,4;496,00;299630,232;5089957,102
7;284;"TREVISO";"Orsago";2;"Edifici agricoli e loro pertinenze";"Lastre di amianto ondulate";1;1;2,5;2,5;15;;18700;10;3;1;2;5;"n.d.";8;;1100;1;5;;;1;1;20;1;1,4;2;2;"A";;;;;4;0,4;533,00;301581,647;5089365,759
7;285;"TREVISO";"Conegliano";1;"Edifici industriali e loro pertinenze";"Lastre di amianto ondulate";1;1;2,5;2,5;15;;30000;10;3;5;2;5;"n.d.";8;;1700;1;30;;;1;1;5;3;0,5;4;2;"A";;;;;4;0,4;701,00;290386,452;5083839,108
7;286;"TREVISO";"Pieve di Soligo";1;"Edifici industriali e loro pertinenze";"Lastre di amianto ondulate";1;1;2,5;2,5;15;;20000;10;3;1;2;5;"n.d.";8;;1200;1,00;5;;;1;1;5;1;2;2;2;"A";;;;;4;0,4;428,00;282051,161;5085910,775
7;287;"TREVISO";"CONEGLIANO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;12000;1;1;1;2;5;5000;8;0;1500;3;5;1;;1;1;20;5;0;2;10;"A";"C";17000;0;0;2;0,8;906;754334,347;5085226,774
7;288;"TREVISO";"CONEGLIANO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;17000;1;1;1;2;5;1500;8;0;1387;1;5;1;;1;1;20;5;0;4;10;"A";"C";24000;0;0;2;0,8;1021,2;756321,771;5086455,844
7;289;"TREVISO";"CONEGLIANO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;22000;1;1;1;2;5;2000;8;0;1230;1;5;1;;1;1;20;5;0;4;10;"A";"C";150000;0;0;2;0,8;1021,2;756468,273;5086141,068
7;290;"TREVISO";"CONEGLIANO";2;"Impianti sportivi";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;21000;1;1;1;2;5;630;8;0;1000;1;5;1;;1;1;20;1;5;2;10;"A";"C";52000;0;0;2;0,8;805,2;756092,846;5087835,924
7;291;"TREVISO";"GODEGA DI SANT'URBANO";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;45000;1;1;1;2;5;2800;8;0;2800;1;5;1;;1;1;20;5;0;4;2;"A";;150000;0;0;2;0,8;925,2;763457,743;5092070,072
7;292;"TREVISO";"CONEGLIANO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;1;2,5;1;15;0;25000;10;1;1;2;9;80000;5;0;230;1;5;1;;1;1;20;1;2;2;10;"B";"A";22000;0;0;5;0,3;226,8;755032,939;5087702,416
7;293;"TREVISO";"SANTA LUCIA DI PIAVE";2;"Edifici artigianali e loro pertinenze";"Lastre di amianto piane o ondulate";1;1;2,5;2,5;10;0;5000;10;1;1;2;3;0;5;0;300;1;5;1;;1;1;5;5;0;4;2;"A";"C";25000;0;0;3;0,7;496,65;755673,77;5081914,28
7;294;"TREVISO";"FARRA DI SOLIGO";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate";1;2,5;2,5;2,5;15;0;12000;1;1;1;2;9;6055;8;0;750;1;5;1;;1;1;20;5;0;4;10;"A";"C";30000;0;0;2;0,8;1054,8;739694,757;5086984,127
7;295;"TREVISO";"SERNAGLIA DELLA BATTAGLIA";2;"Scuole di ogni ordine e grado";"Lastre di amianto piane o ondulate; TRATTASI DI LASTRE COIBENTATE";1;1;2,5;1;10;0;10000;1;1;1;2;5;500;5;0;0;1;5;1;20-12-2013;1;1;20;5;0;4;10;"C";"A";0;0;0;5;0,3;207,9;743127,355;5084693,195
8;296;"TREVISO";"MONTEBELLUNA";4;"Sistema di adduzione e accumulo acqua";"tubazioni in cemento amianto interrate";1;1;1;1;15;0;"n.d.";1;1;1;2;9;"n.d.";10;"n.d.";"n.d.";3,00;5;1;"in uso";1;1;20;5;"rete urbana ed extraurbana";4;2;;;;;;3;0,7;363,30;"269977.63";"269977.63"
8;297;"TREVISO";"CASTELFRANCO VENETO";1;"Edifici industriali e loro pertinenze";"coperture e tamponamenti in cemento amianto";1;1;1;2,5;15;0;"n.d.";1;1;1;2;9;"n.d.";10;"n.d.";"n.d.";3,00;5;1;"in uso";1;1;20;5;"rete urbana ed extraurbana";4;2;;;;;;3;0,7;536,55;"728506.86";"5060952.4"
8;298;"TREVISO";"CASTELFRANCO VENETO";1;"Edifici industriali e loro pertinenze";"A) coibentazione di forni industriali
";2;1;1;1;15;"n.d.";"n.d.";1;1;1;2;9;"n.d.";10;"n.d.";"n.d.";1;3;1;"in uso";1;1;20;5;"zona urbana";4;2;;;;;;3;0,7;375,90;"728506.86";"5060952.4"
8;299;"TREVISO";"CASTELFRANCO VENETO";1;"Edifici industriali e loro pertinenze";"coperture e tamponamenti in cemento amianto";1;1;1;1;15;"n.d.";"n.d.";1;1;1;2;9;"A) 0
B) 13445";10;"n.d.";"n.d.";1,00;3;1;"in uso";1;1;20;5;"zona urbana";4;2;;;;;;3;0,7;350,70;"730763.69";"5061725.93"
8;300;"TREVISO";"CAVASO DEL TOMBA";1;"Edifici industriali e loro pertinenze";"rivestimenti di tubazioni di impianti termici ";2;1;2,5;2,5;10;"n.d.";"n.d.";1;1;1;2;9;0;10;"n.d.";"n.d.";1,00;3;1;"in uso";1;1;20;5;1;4;2;;;;;;3;0,7;632,10;"725244.59";"5081773.66"
8;301;"TREVISO";"CAVASO DEL TOMBA";1;"Edifici industriali e loro pertinenze";"pannelli isolanti in cemento amianto";1;1;2,5;2,5;10;"n.d.";"n.d.";1;1;1;2;9;9950;10;"n.d.";"n.d.";1,00;3;1;"in uso";1;1;20;5;"zona urbana";4;2;;;;;;3;0,7;606,90;"725244.59";"5081773.66"
8;302;"TREVISO";"CAVASO DEL TOMBA";1;"Edifici industriali e loro pertinenze";"tettoie e coperture";1;1;1;2,5;10;"n.d.";"n.d.";1;1;1;2;3;116;5;"n.d.";"n.d.";1,00;3;1;"in uso";1;1;20;5;"200 m da abitazioni";4;2;;;;;;3;0,7;406,35;"725244.59";"5081773.66"
8;303;"TREVISO";"PEDEROBBA";1;"Edifici industriali e loro pertinenze";"guarnizioni in treccia di sportelli e giunti piatti statici";2;1;1;1;15;"n.d.";"n.d.";1;1;1;2;9;20765;10;"n.d.";"n.d.";1,00;3;1;"in uso";1;1;20;5;"zona urbana";4;2;;;;;;3;0,7;375,90;"729682.31";"5085117.18"
8;304;"TREVISO";"PEDEROBBA";1;"Edifici industriali e loro pertinenze";"tettoie e coperture";1;1;1;1;10;"n.d.";"n.d.";1;1;1;2;5;3242;8;"n.d.";3242;1,00;3;1;"in uso";1;1;20;5;"zona urbana";4;2;;;;;;3;0,7;304,50;"729682.31";"5085117.18"
8;305;"TREVISO";"POSSAGNO";1;"Edifici industriali e loro pertinenze";"coperture in cemento amianto";1;1;1;2,5;15;"n.d.";"n.d.";1;1;1;2;3;70;5;"n.d.";"n.d.";1,00;3;1;"in uso";1;1;20;5;"zona urbana";4;2;;;;;;3;0,7;443,10;"722271.95";"5082986.98"
8;306;"TREVISO";"POSSAGNO";1;"Edifici industriali e loro pertinenze";"coperture in cemento amianto";1;1;1;2,5;10;;;1;1;1;2;9;;10;;;1,00;5;1;;1;1;20;5;;2;2;;;;;;3;0,7;422,10;"722271.95";"5082986.98"
8;307;"TREVISO";"CASTELFRANCO VENETO";1;"Edifici industriali e loro pertinenze";"A) Rivestimenti di caldaie
";2;1;1;2,5;15;;;1;1;1;2;9;;10;;;1,00;5;1;;1;1;20;5;;2;2;;;;;;3;0,7;484,05;"728318.7";"5061245.88"
8;308;"TREVISO";"CASTELFRANCO VENETO";1;"Edifici industriali e loro pertinenze";"
B) Tettoie";1;1;1;2,5;15;;;1;1;1;2;9;;10;;;1,00;5;1;;1;1;20;5;;2;2;;;;;;3;0,7;458,85;"728318.7";"5061245.88"
8;309;"TREVISO";"VALDOBBIADENE";1;"Edifici agricoli e loro pertinenze";"A) Rivestimenti di caldaie e tubazioni
B) Rivestimenti di autoclavi
C) Guarnizioni di impianti termici
D) Tettoie";2;1;2,5;2,5;15;;180.000;1;1;1;2;9;10000;10;;10000;1,00;5;1;;1;1;5;1;4;2;2;;;;;;4;0,4;261,00;"731899.69";"5086939.12"
8;310;"TREVISO";"CROCETTA DEL MONTELLO";1;"Edifici agricoli e loro pertinenze";"A) Rivestimenti di caldaie e tubazioni
B) Rivestimenti di autoclavi
C) Guarnizioni di impianti termici
D) Tettoie";2;1;2,5;2,5;10;8000;;1;1;1;2;9;10000;5;;;1,00;5;1;;1;1;5;1;4;2;2;;;;;;4;0,4;210,00;"268085.2";"5080477.34"
8;311;"TREVISO";"CASTELFRANCO VENETO";2;"Ospedali e case di cura";"A) Rivestimenti di tubazioni di impianti termici 
B) Vasche di accumulo acqua 
C) Pavimenti in vinilamianto";2;2,5;2,5;2,5;15;;214.650;1;1;1;2;9;;10;;14310;1,00;5;1;;1;1;20;1;"3 circa";2;2;;;;;;4;0,4;397,80;"728873.57";"5062704.05"
8;312;"TREVISO";"MONTEBELLUNA";2;"Ospedali e case di cura";"A) Rivestimenti di tubazioni di impianti termici B) pavimenti";2;2,5;2,5;2,5;10;;720;1;1;1;2;3;;5;;48;1,00;5;1;;1;1;20;1;;2;2;;;;;;4;0,4;305,40;"269438.52";"5073056.02"
